X,Y,Y_hat,MAE,MSE
0.0,1.0,1.358073608165184,0.9011191937732222,1.2212376772582048
0.10101010101010101,1.202020202020202,2.251365852246932,0.9011191937732222,1.2212376772582048
0.20202020202020202,1.404040404040404,-0.9181527357565336,0.9011191937732222,1.2212376772582048
0.30303030303030304,1.606060606060606,2.5027853787387953,0.9011191937732222,1.2212376772582048
0.40404040404040403,1.808080808080808,1.2699228223277232,0.9011191937732222,1.2212376772582048
0.5050505050505051,2.0101010101010104,2.623995917162998,0.9011191937732222,1.2212376772582048
0.6060606060606061,2.212121212121212,2.07158603498766,0.9011191937732222,1.2212376772582048
0.7070707070707071,2.4141414141414144,1.9659307199337412,0.9011191937732222,1.2212376772582048
0.8080808080808081,2.616161616161616,4.077576322831845,0.9011191937732222,1.2212376772582048
0.9090909090909091,2.8181818181818183,1.4573327650317354,0.9011191937732222,1.2212376772582048
1.0101010101010102,3.0202020202020203,1.9071238017864527,0.9011191937732222,1.2212376772582048
1.1111111111111112,3.2222222222222223,2.182084289218347,0.9011191937732222,1.2212376772582048
1.2121212121212122,3.4242424242424243,1.968911016719196,0.9011191937732222,1.2212376772582048
1.3131313131313131,3.6262626262626263,2.7861240584466134,0.9011191937732222,1.2212376772582048
1.4141414141414141,3.8282828282828283,4.672529467301406,0.9011191937732222,1.2212376772582048
1.5151515151515151,4.03030303030303,6.052831097985714,0.9011191937732222,1.2212376772582048
1.6161616161616161,4.232323232323232,3.609497879161567,0.9011191937732222,1.2212376772582048
1.7171717171717171,4.434343434343434,4.31656414418158,0.9011191937732222,1.2212376772582048
1.8181818181818181,4.636363636363637,5.835541162197535,0.9011191937732222,1.2212376772582048
1.9191919191919191,4.838383838383838,3.907539713607442,0.9011191937732222,1.2212376772582048
2.0202020202020203,5.040404040404041,6.596952777862273,0.9011191937732222,1.2212376772582048
2.121212121212121,5.242424242424242,6.096029287771976,0.9011191937732222,1.2212376772582048
2.2222222222222223,5.444444444444445,4.868846100606078,0.9011191937732222,1.2212376772582048
2.323232323232323,5.646464646464646,5.85889255971494,0.9011191937732222,1.2212376772582048
2.4242424242424243,5.848484848484849,4.493396887597553,0.9011191937732222,1.2212376772582048
2.525252525252525,6.05050505050505,6.282227082807666,0.9011191937732222,1.2212376772582048
2.6262626262626263,6.252525252525253,4.429618752048876,0.9011191937732222,1.2212376772582048
2.727272727272727,6.454545454545454,5.931272604801118,0.9011191937732222,1.2212376772582048
2.8282828282828283,6.656565656565657,6.8874769291209414,0.9011191937732222,1.2212376772582048
2.929292929292929,6.858585858585858,4.472113268600291,0.9011191937732222,1.2212376772582048
3.0303030303030303,7.0606060606060606,4.27620079821291,0.9011191937732222,1.2212376772582048
3.131313131313131,7.262626262626262,8.105033356490187,0.9011191937732222,1.2212376772582048
3.2323232323232323,7.4646464646464645,6.020756606875679,0.9011191937732222,1.2212376772582048
3.3333333333333335,7.666666666666667,7.055470556863015,0.9011191937732222,1.2212376772582048
3.4343434343434343,7.8686868686868685,6.7726102658186385,0.9011191937732222,1.2212376772582048
3.5353535353535355,8.070707070707071,8.786730549438946,0.9011191937732222,1.2212376772582048
3.6363636363636362,8.272727272727273,8.294849463367056,0.9011191937732222,1.2212376772582048
3.7373737373737375,8.474747474747474,9.086678627618943,0.9011191937732222,1.2212376772582048
3.8383838383838382,8.676767676767676,7.581114734069549,0.9011191937732222,1.2212376772582048
3.9393939393939394,8.878787878787879,8.231099983564498,0.9011191937732222,1.2212376772582048
4.040404040404041,9.080808080808081,7.82853470784243,0.9011191937732222,1.2212376772582048
4.141414141414141,9.282828282828282,8.560258371030661,0.9011191937732222,1.2212376772582048
4.242424242424242,9.484848484848484,9.544629583500711,0.9011191937732222,1.2212376772582048
4.343434343434343,9.686868686868687,9.0193048369452,0.9011191937732222,1.2212376772582048
4.444444444444445,9.88888888888889,9.515839046035309,0.9011191937732222,1.2212376772582048
4.545454545454545,10.09090909090909,10.063123564340492,0.9011191937732222,1.2212376772582048
4.646464646464646,10.292929292929292,8.672752156104254,0.9011191937732222,1.2212376772582048
4.747474747474747,10.494949494949495,9.94737060404373,0.9011191937732222,1.2212376772582048
4.848484848484849,10.696969696969697,10.239398582216007,0.9011191937732222,1.2212376772582048
4.94949494949495,10.8989898989899,9.809460150634782,0.9011191937732222,1.2212376772582048
5.05050505050505,11.1010101010101,9.922401631980986,0.9011191937732222,1.2212376772582048
5.151515151515151,11.303030303030303,9.906998486861157,0.9011191937732222,1.2212376772582048
5.252525252525253,11.505050505050505,12.137712370883516,0.9011191937732222,1.2212376772582048
5.353535353535354,11.707070707070708,12.19643696350882,0.9011191937732222,1.2212376772582048
5.454545454545454,11.909090909090908,11.985059768301621,0.9011191937732222,1.2212376772582048
5.555555555555555,12.11111111111111,11.79343441984861,0.9011191937732222,1.2212376772582048
5.656565656565657,12.313131313131313,11.721605900111575,0.9011191937732222,1.2212376772582048
5.757575757575758,12.515151515151516,10.737809355298298,0.9011191937732222,1.2212376772582048
5.858585858585858,12.717171717171716,14.407575797916799,0.9011191937732222,1.2212376772582048
5.959595959595959,12.919191919191919,12.294594158985838,0.9011191937732222,1.2212376772582048
6.0606060606060606,13.121212121212121,13.512171689121557,0.9011191937732222,1.2212376772582048
6.161616161616162,13.323232323232324,12.685824109792465,0.9011191937732222,1.2212376772582048
6.262626262626262,13.525252525252524,13.584930803968765,0.9011191937732222,1.2212376772582048
6.363636363636363,13.727272727272727,12.84495848868923,0.9011191937732222,1.2212376772582048
6.4646464646464645,13.929292929292929,13.774691301134698,0.9011191937732222,1.2212376772582048
6.565656565656566,14.131313131313131,11.978482640360697,0.9011191937732222,1.2212376772582048
6.666666666666667,14.333333333333334,13.385659132184992,0.9011191937732222,1.2212376772582048
6.767676767676767,14.535353535353535,14.679304270894246,0.9011191937732222,1.2212376772582048
6.8686868686868685,14.737373737373737,15.485944186310476,0.9011191937732222,1.2212376772582048
6.96969696969697,14.93939393939394,13.766784639207746,0.9011191937732222,1.2212376772582048
7.070707070707071,15.141414141414142,15.07186171468337,0.9011191937732222,1.2212376772582048
7.171717171717171,15.343434343434343,13.444656426720583,0.9011191937732222,1.2212376772582048
7.2727272727272725,15.545454545454545,15.656874255072161,0.9011191937732222,1.2212376772582048
7.373737373737374,15.747474747474747,15.228204707854573,0.9011191937732222,1.2212376772582048
7.474747474747475,15.94949494949495,15.006353529689221,0.9011191937732222,1.2212376772582048
7.575757575757575,16.15151515151515,16.547234488666792,0.9011191937732222,1.2212376772582048
7.6767676767676765,16.353535353535353,18.021943438401482,0.9011191937732222,1.2212376772582048
7.777777777777778,16.555555555555557,17.72771625723023,0.9011191937732222,1.2212376772582048
7.878787878787879,16.757575757575758,16.676643409832256,0.9011191937732222,1.2212376772582048
7.979797979797979,16.95959595959596,16.922602091241995,0.9011191937732222,1.2212376772582048
8.080808080808081,17.161616161616163,14.0880020779351,0.9011191937732222,1.2212376772582048
8.181818181818182,17.363636363636363,18.312202676474417,0.9011191937732222,1.2212376772582048
8.282828282828282,17.565656565656564,16.29686172695009,0.9011191937732222,1.2212376772582048
8.383838383838384,17.767676767676768,16.067732716935776,0.9011191937732222,1.2212376772582048
8.484848484848484,17.96969696969697,18.49502731966929,0.9011191937732222,1.2212376772582048
8.585858585858587,18.171717171717173,17.183282887692357,0.9011191937732222,1.2212376772582048
8.686868686868687,18.373737373737374,19.71265213287375,0.9011191937732222,1.2212376772582048
8.787878787878787,18.575757575757574,19.003123740621103,0.9011191937732222,1.2212376772582048
8.88888888888889,18.77777777777778,19.46398711317659,0.9011191937732222,1.2212376772582048
8.98989898989899,18.97979797979798,17.907864549250082,0.9011191937732222,1.2212376772582048
9.09090909090909,19.18181818181818,19.13867444761485,0.9011191937732222,1.2212376772582048
9.191919191919192,19.383838383838384,17.27447122735488,0.9011191937732222,1.2212376772582048
9.292929292929292,19.585858585858585,20.900183395018786,0.9011191937732222,1.2212376772582048
9.393939393939394,19.78787878787879,20.588194590674163,0.9011191937732222,1.2212376772582048
9.494949494949495,19.98989898989899,20.684434196773367,0.9011191937732222,1.2212376772582048
9.595959595959595,20.19191919191919,20.87380209804404,0.9011191937732222,1.2212376772582048
9.696969696969697,20.393939393939394,20.15791655690497,0.9011191937732222,1.2212376772582048
9.797979797979798,20.595959595959595,19.783331569785627,0.9011191937732222,1.2212376772582048
9.8989898989899,20.7979797979798,19.05595831268036,0.9011191937732222,1.2212376772582048
10.0,21.0,21.874100327097395,0.9011191937732222,1.2212376772582048
